//X Y Z Normal_change_rate_(0.006)
22998
-0.06415930 0.16116300 -0.02617270 0.031592
-0.02849080 0.18098100 -0.02626220 0.083165
-0.02900260 0.18291201 -0.02633820 0.073206
-0.01043630 0.18816601 -0.02612020 0.195948
-0.04217610 0.05551890 -0.02582390 0.032782
-0.04877540 0.05750450 -0.02592130 0.033598
0.05436720 0.05670480 -0.02569320 0.043802
0.05627420 0.05688970 -0.02596480 0.063872
-0.02726910 0.05902500 -0.02618750 0.067522
-0.08475630 0.05933680 -0.02572080 0.145741
0.02555200 0.05909630 -0.02613730 0.009313
0.04790920 0.05936340 -0.02482500 0.006193
0.03616250 0.06088600 -0.02614380 0.003237
-0.02307980 0.06107770 -0.02595990 0.029985
0.03810700 0.06113900 -0.02576660 0.009885
0.05753120 0.06239020 -0.02588670 0.027754
-0.02112560 0.06294420 -0.02620790 0.017471
-0.08649040 0.06240770 -0.02591030 0.123419
0.05586380 0.06575660 -0.02463110 0.004523
-0.01729450 0.06623420 -0.02605040 0.009310
0.05472450 0.06664720 -0.02498500 0.006953
0.05375680 0.06719170 -0.02586020 0.009289
-0.01517830 0.06854430 -0.02616470 0.001616
0.05301470 0.06845910 -0.02531230 0.012049
-0.07101300 0.06911820 -0.02592730 0.075762
0.05194890 0.06998000 -0.02605310 0.012470
0.01563680 0.07040000 -0.02614830 0.004445
0.05194320 0.07212320 -0.02602490 0.018032
-0.01154060 0.07257490 -0.02588140 0.001921
0.05167380 0.07371850 -0.02611270 0.025722
0.05108100 0.07614400 -0.02507430 0.030115
-0.07117210 0.07670380 -0.02603010 0.008055
-0.00558691 0.07985660 -0.02594610 0.002484
-0.07317730 0.08046250 -0.02598150 0.006744
-0.00361352 0.08268340 -0.02594610 0.003420
0.01558600 0.08574170 -0.02583750 0.002084
-0.05162300 0.08686720 -0.02618750 0.008745
-0.03584170 0.08746170 -0.02586380 0.009177
-0.03396150 0.08897830 -0.02580660 0.008936
-0.03302830 0.09048650 -0.02520310 0.005989
0.00209826 0.09269660 -0.02599250 0.003134
-0.02965100 0.09297500 -0.02618750 0.006772
0.00253379 0.09406790 -0.02608320 0.003869
-0.06309450 0.09507200 -0.02610930 0.026522
-0.02783730 0.09507500 -0.02620510 0.005058
0.02329960 0.10167300 -0.02470630 0.001407
-0.02195490 0.10555900 -0.02575060 0.001487
0.00818759 0.10638500 -0.02601300 0.002971
0.02763140 0.10729000 -0.02583870 0.003476
0.02957700 0.11066100 -0.02606130 0.005456
-0.01795800 0.11467700 -0.02592690 0.001176
0.05950150 0.11537500 -0.02572080 0.002759
0.01422700 0.11626200 -0.02583750 0.008009
0.06055630 0.11743600 -0.02465140 0.002095
0.01626240 0.11813300 -0.02464310 0.009482
-0.01590680 0.11920700 -0.02583750 0.001407
-0.04445090 0.12171000 -0.02607790 0.007040
-0.04613440 0.12311500 -0.02612870 0.003721
0.03143660 0.12372200 -0.02575000 0.032784
-0.05043300 0.12368800 -0.02594650 0.003540
-0.03890830 0.12386900 -0.02600410 0.010676
-0.05003670 0.12726800 -0.02605880 0.004101
0.02633580 0.12611000 -0.02585700 0.025395
-0.01215980 0.12738299 -0.02583540 0.000781
-0.03481970 0.12775099 -0.02600610 0.007093
-0.05022660 0.12949599 -0.02605230 0.004077
-0.03289800 0.12996200 -0.02605550 0.003724
-0.01143410 0.12976100 -0.02536980 0.001959
-0.01009890 0.13110000 -0.02601250 0.001058
-0.03118210 0.13167299 -0.02574890 0.003296
0.06064950 0.13170099 -0.02520310 0.001472
-0.04943390 0.13315500 -0.02602840 0.005043
0.05926950 0.13355599 -0.02605780 0.001539
-0.00820629 0.13492499 -0.02591510 0.002035
-0.02726810 0.13771100 -0.02597170 0.006068
0.05772550 0.13827600 -0.02588910 0.001238
-0.05055110 0.14089601 -0.02480550 0.127304
-0.00409548 0.14102000 -0.02580960 0.002538
-0.05593800 0.14177400 -0.02597570 0.137251
-0.02527580 0.14151600 -0.02588800 0.006200
0.05559130 0.14278500 -0.02584440 0.001786
-0.05782360 0.14324801 -0.02589800 0.146864
-0.02522330 0.14317100 -0.02596760 0.005321
-0.05759690 0.14493200 -0.02606740 0.137097
0.05363380 0.14468400 -0.02604710 0.002046
-0.02514690 0.14691800 -0.02594250 0.004545
0.04762170 0.15048800 -0.02588140 0.002670
-0.02486260 0.15114699 -0.02597790 0.030320
0.01333340 0.15431000 -0.02596270 0.009496
-0.02463800 0.15497100 -0.02604280 0.061628
-0.02476510 0.15632500 -0.02592790 0.061045
0.02013220 0.15592600 -0.02557000 0.015241
0.02152700 0.15606800 -0.02583750 0.018328
0.03255200 0.15610100 -0.02601250 0.005253
0.02327700 0.15618500 -0.02618750 0.012413
0.02486950 0.15638700 -0.02592730 0.012006
-0.05846900 0.15692601 -0.02467020 0.139047
-0.06027230 0.15946400 -0.02594100 0.052128
-0.06433010 0.15992101 -0.02578040 0.036173
-0.06299800 0.15986000 -0.02599610 0.036536
-0.06232860 0.15890300 -0.02500900 0.070372
-0.02706790 0.16123299 -0.02599680 0.025188
-0.06175520 0.16471399 -0.02599660 0.012136
-0.06247580 0.16697000 -0.02604720 0.006631
-0.03118410 0.16807900 -0.02595420 0.032834
-0.03310350 0.17001300 -0.02607890 0.019867
-0.03249450 0.17079499 -0.02475420 0.008703
-0.05988460 0.17265300 -0.02600740 0.014756
-0.03454930 0.17276999 -0.02460310 0.047652
-0.05790890 0.17463000 -0.02607130 0.033171
-0.05427880 0.17603700 -0.02574470 0.035194
-0.04271660 0.17599200 -0.02577090 0.070950
-0.02876560 0.18426900 -0.02608470 0.079516
-0.02635970 0.18601900 -0.02600500 0.072242
-0.01209500 0.18596099 -0.02589640 0.200082
-0.04050040 0.05553650 -0.02486900 0.033300
-0.03638850 0.05551920 -0.02488700 0.062406
-0.04270240 0.05580070 -0.02479510 0.035156
-0.04452960 0.05607760 -0.02467720 0.037746
0.05820340 0.05624290 -0.02489770 0.068709
0.05247230 0.05687840 -0.02481380 0.025608
0.05068260 0.05770790 -0.02466170 0.005369
-0.08189800 0.05842590 -0.02454600 0.050549
-0.08359610 0.05901800 -0.02488470 0.112700
0.02712700 0.05902500 -0.02603710 0.005732
0.03083500 0.05913460 -0.02589580 0.001373
0.03220200 0.05920000 -0.02587760 0.001173
-0.02458870 0.05948500 -0.02555300 0.047777
0.02241790 0.05975000 -0.02529630 0.005781
0.03442770 0.05960830 -0.02559700 0.001317
-0.08575050 0.06050750 -0.02535790 0.199068
-0.05462910 0.05973560 -0.02491910 0.040621
0.03671140 0.05997840 -0.02523950 0.002201
-0.05625550 0.06016990 -0.02458800 0.045503
0.04628380 0.06025160 -0.02464570 0.016512
0.05889130 0.06051240 -0.02523200 0.039153
-0.05925300 0.06141740 -0.02570550 0.039047
-0.02250250 0.06013750 -0.02493590 0.005125
0.03917990 0.06134220 -0.02565990 0.012251
-0.06015540 0.06196300 -0.02480510 0.045915
0.02035760 0.06154860 -0.02515740 0.004105
-0.01937360 0.06435730 -0.02587440 0.013528
-0.01843480 0.06434410 -0.02522590 0.004598
0.01808030 0.06421820 -0.02547460 0.004342
-0.07790660 0.06727600 -0.02487620 0.019194
-0.07993540 0.06743400 -0.02525720 0.032759
-0.07423530 0.06810070 -0.02459380 0.045553
-0.01227740 0.07123130 -0.02564300 0.001278
-0.06701060 0.07185530 -0.02516340 0.107328
0.05229560 0.07419720 -0.02472840 0.027016
-0.00956389 0.07477750 -0.02579080 0.001966
-0.00636454 0.07779710 -0.02519470 0.002719
0.01428270 0.07984150 -0.02477240 0.001274
-0.00224861 0.08368390 -0.02528520 0.004593
-0.04452460 0.08493460 -0.02583750 0.013788
-0.04637300 0.08503300 -0.02583750 0.018607
-0.03885740 0.08663800 -0.02506910 0.013941
-0.05253080 0.08802070 -0.02461940 0.008260
-0.05390840 0.08854670 -0.02510290 0.008243
0.04530790 0.08744530 -0.02480360 0.044671
0.00116431 0.08962910 -0.02498330 0.004484
-0.03110940 0.09231840 -0.02488440 0.005231
0.00264746 0.09196400 -0.02461560 0.004312
0.01704200 0.09183040 -0.02462580 0.001864
0.01798320 0.09280230 -0.02562660 0.002769
-0.07223240 0.09399250 -0.02490170 0.019743
-0.06142850 0.09437370 -0.02566610 0.026164
-0.06938200 0.09507380 -0.02588680 0.021240
0.04931190 0.09490000 -0.02564500 0.007447
-0.06249720 0.09535170 -0.02462880 0.040884
0.02053070 0.09774620 -0.02469150 0.001186
-0.02707690 0.09780650 -0.02468310 0.002340
0.05118440 0.09718080 -0.02496960 0.004686
0.05180370 0.09846840 -0.02570000 0.005468
-0.02549390 0.09990130 -0.02534640 0.003372
0.05474910 0.10294700 -0.02492970 0.003656
-0.02137310 0.10797000 -0.02506170 0.001338
0.05839710 0.10974100 -0.02467210 0.003324
0.01147250 0.11121700 -0.02493090 0.005270
-0.01935120 0.11206000 -0.02530030 0.001199
0.03036580 0.11345600 -0.02478650 0.003758
-0.01910510 0.11383300 -0.02471610 0.000641
0.01452560 0.11597400 -0.02468370 0.009295
-0.01707390 0.11758400 -0.02492900 0.000525
0.03200920 0.11752900 -0.02488470 0.011140
-0.04642160 0.11965600 -0.02578870 0.006909
-0.04751330 0.12007300 -0.02582640 0.005171
-0.04440320 0.11992500 -0.02576820 0.008345
-0.04831830 0.12149900 -0.02587760 0.002568
-0.04611050 0.12097500 -0.02599250 0.004518
-0.04260070 0.12136300 -0.02601090 0.008436
-0.04035370 0.12110500 -0.02538210 0.007910
0.06102250 0.12114900 -0.02552930 0.003641
-0.04065580 0.12184100 -0.02583090 0.009948
-0.01507540 0.12172800 -0.02516110 0.000588
-0.04952300 0.12237500 -0.02585050 0.002905
-0.01415320 0.12263700 -0.02586020 0.000828
0.02092400 0.12313600 -0.02481280 0.011952
0.06098580 0.12365500 -0.02563880 0.002462
-0.05067360 0.12533000 -0.02602340 0.004124
-0.03829380 0.12285300 -0.02538250 0.008295
-0.01362960 0.12430000 -0.02566250 0.000514
0.02244930 0.12405700 -0.02459650 0.013768
0.03058750 0.12468400 -0.02563360 0.044722
-0.03417980 0.12729600 -0.02542100 0.005244
-0.03225920 0.12924100 -0.02522250 0.002909
-0.03067730 0.13112400 -0.02505300 0.003552
-0.01081030 0.13142601 -0.02489220 0.003938
-0.00934978 0.13341901 -0.02519730 0.002309
-0.03034300 0.13273500 -0.02561420 0.002167
-0.05075030 0.13335600 -0.02536850 0.004441
-0.04937990 0.13453799 -0.02566170 0.004940
-0.04920150 0.13762800 -0.02562360 0.039436
0.05882850 0.13739300 -0.02523040 0.001767
-0.00659797 0.13923401 -0.02457980 0.006507
-0.02475500 0.13926600 -0.02504490 0.033384
-0.02427070 0.14118300 -0.02542340 0.031572
0.05676410 0.14148501 -0.02495370 0.001952
-0.05789760 0.14148299 -0.02468690 0.170935
-0.00328439 0.14319301 -0.02475300 0.005382
0.05512700 0.14361700 -0.02566250 0.002057
-0.02503570 0.14480101 -0.02583320 0.011563
-0.05844680 0.14511199 -0.02555020 0.148218
0.05310640 0.14601800 -0.02526350 0.002754
-0.05773200 0.14632800 -0.02578370 0.098773
0.00078931 0.14754100 -0.02483820 0.007073
-0.05741360 0.14910400 -0.02573990 0.007551
0.00208551 0.14810900 -0.02559330 0.004825
-0.02484110 0.14932901 -0.02591550 0.015620
0.05038640 0.14929301 -0.02474540 0.005063
0.00414842 0.14997000 -0.02534920 0.007070
0.00589933 0.15060499 -0.02568470 0.003168
-0.05872300 0.15098800 -0.02557020 0.038236
-0.05929180 0.15168799 -0.02572510 0.054837
0.00699263 0.15160900 -0.02524240 0.003983
-0.05931370 0.15264200 -0.02572080 0.073337
0.00874266 0.15305001 -0.02460240 0.009986
0.04446460 0.15313900 -0.02488970 0.008648
0.00949710 0.15263800 -0.02570470 0.006788
-0.05739640 0.15424199 -0.02571940 0.084279
-0.02250600 0.15509801 -0.02584420 0.090095
0.04237810 0.15458800 -0.02442110 0.010924
-0.02138420 0.15479100 -0.02578790 0.114826
-0.05677040 0.15505600 -0.02473810 0.097628
0.03859940 0.15554500 -0.02515960 0.007498
-0.02310350 0.15604299 -0.02582930 0.083582
0.03697080 0.15590200 -0.02557500 0.008101
0.03060630 0.15728700 -0.02464880 0.027958
-0.06369390 0.16251700 -0.02580740 0.021725
-0.02767550 0.16334499 -0.02562400 0.036487
-0.02814530 0.16483501 -0.02526630 0.044136
-0.02885690 0.16685399 -0.02494260 0.037808
-0.06278820 0.17125900 -0.02547020 0.013040
-0.06083520 0.17285000 -0.02556570 0.009649
-0.03568050 0.17332500 -0.02525770 0.058696
-0.05930100 0.17474200 -0.02579440 0.020267
-0.05618600 0.17657000 -0.02502000 0.026000
-0.02862300 0.17972000 -0.02571080 0.079096
-0.02872930 0.17862800 -0.02474350 0.086221
-0.02283510 0.18028100 -0.02464900 0.103316
-0.03047100 0.18130299 -0.02584740 0.080260
-0.01938530 0.18170600 -0.02576290 0.106480
-0.03051600 0.18290000 -0.02587440 0.060746
-0.02902230 0.18525700 -0.02534060 0.071597
-0.02463310 0.18705200 -0.02478190 0.087457
-0.02306480 0.18748100 -0.02487580 0.116032
-0.01888410 0.18846700 -0.02449210 0.139902
-0.01224800 0.18982100 -0.02560080 0.206891
-0.03865960 0.05519210 -0.02417610 0.046071
-0.03826790 0.05544940 -0.02474310 0.054232
-0.03426010 0.05576260 -0.02474720 0.069492
0.05874530 0.05808740 -0.02549030 0.062036
-0.02856400 0.05767380 -0.02522950 0.063304
-0.02646780 0.05782110 -0.02489970 0.034518
0.02477240 0.05802370 -0.02486650 0.008438
0.02692860 0.05775450 -0.02521320 0.007644
0.02912310 0.05791440 -0.02532680 0.004448
0.03087350 0.05800630 -0.02519970 0.003194
0.03262780 0.05827580 -0.02514260 0.001680
-0.05252940 0.05880590 -0.02469220 0.045408
-0.07402300 0.05936460 -0.02496250 0.001445
0.02107520 0.06038870 -0.02482250 0.003842
0.04030360 0.06147500 -0.02548750 0.019503
-0.08552650 0.06232060 -0.02544440 0.145948
0.04395620 0.06151610 -0.02519000 0.021738
0.05842730 0.06239010 -0.02476940 0.010444
-0.06217800 0.06261560 -0.02463360 0.038175
0.05695930 0.06432800 -0.02496210 0.005842
0.01650780 0.06603350 -0.02485240 0.004532
-0.08440150 0.06739540 -0.02524670 0.054927
-0.08202080 0.06750130 -0.02516520 0.068326
-0.01446080 0.06781470 -0.02498120 0.001213
0.01526480 0.06831670 -0.02462210 0.003756
0.05288000 0.07001920 -0.02530360 0.013262
-0.01267140 0.06990390 -0.02501710 0.001376
0.01494290 0.06989830 -0.02488010 0.003837
-0.01073400 0.07218820 -0.02489990 0.002093
-0.00843105 0.07568280 -0.02555150 0.002516
-0.07075590 0.07555050 -0.02474430 0.016430
-0.00707335 0.07615570 -0.02468300 0.002509
-0.07279800 0.07927670 -0.02554660 0.009076
-0.00454348 0.07972740 -0.02479370 0.003151
0.01456480 0.08201910 -0.02460440 0.001157
0.04791370 0.08170930 -0.02476910 0.010109
-0.00273695 0.08201370 -0.02454930 0.003448
-0.07474960 0.08371280 -0.02449410 0.011334
0.01474800 0.08406930 -0.02446550 0.001122
-0.00123615 0.08427860 -0.02442410 0.005173
-0.04629070 0.08604160 -0.02491300 0.012575
-0.04442850 0.08579830 -0.02480670 0.011703
-0.04060220 0.08605870 -0.02482630 0.016880
0.04576950 0.08530300 -0.02520620 0.029594
-0.04801140 0.08612610 -0.02527440 0.014805
0.01515690 0.08585040 -0.02472920 0.001372
-0.04973730 0.08655620 -0.02526360 0.011275
-0.05044040 0.08720270 -0.02467900 0.008945
-0.03666830 0.08793350 -0.02490760 0.007778
0.01599570 0.08779010 -0.02524750 0.001972
0.00052082 0.08807900 -0.02485730 0.004450
-0.03447300 0.08886860 -0.02548750 0.008853
-0.07465940 0.08981770 -0.02483650 0.014570
0.01628590 0.08982640 -0.02470220 0.002093
0.04631410 0.08974250 -0.02463080 0.028072
-0.03230170 0.09149960 -0.02442880 0.005800
-0.07405540 0.09186320 -0.02456870 0.017401
-0.06048470 0.09383090 -0.02452760 0.029574
-0.03005550 0.09401380 -0.02465070 0.004195
0.00345303 0.09373770 -0.02452910 0.003472
-0.02915500 0.09437500 -0.02548750 0.005960
0.01841870 0.09421230 -0.02495030 0.001551
-0.06961360 0.09569400 -0.02449110 0.030155
-0.06771490 0.09615090 -0.02453970 0.039222
0.05039160 0.09594510 -0.02461310 0.004959
-0.02751180 0.09631510 -0.02520080 0.003589
0.02144030 0.09910000 -0.02465490 0.001604
0.00563167 0.09943830 -0.02524510 0.002024
0.05283630 0.09971050 -0.02491010 0.004615
-0.02488480 0.10126600 -0.02464620 0.002326
0.00675430 0.10163700 -0.02456430 0.002948
-0.02409410 0.10340100 -0.02444990 0.002553
0.02448130 0.10379000 -0.02445850 0.001498
-0.02312590 0.10430800 -0.02525410 0.002137
0.05652940 0.10588000 -0.02457350 0.003542
-0.02270580 0.10595800 -0.02458250 0.000870
0.02632860 0.10599200 -0.02473330 0.002228
0.00960615 0.10775700 -0.02482050 0.003430
0.02780210 0.10806300 -0.02522500 0.003700
0.05716260 0.10793700 -0.02528930 0.002968
0.02842000 0.10960200 -0.02469170 0.002868
0.01293380 0.11337400 -0.02457640 0.008494
0.05902090 0.11324900 -0.02517900 0.002652
0.01375570 0.11485000 -0.02510950 0.007111
-0.01746350 0.11617800 -0.02527890 0.000888
0.01547110 0.11730500 -0.02480690 0.008004
-0.04846690 0.11911500 -0.02547940 0.003952
-0.04453110 0.11887500 -0.02542450 0.008972
0.03229630 0.11947000 -0.02489320 0.016884
-0.04246780 0.11934000 -0.02505760 0.008130
-0.01663470 0.11926600 -0.02452930 0.000477
0.01715230 0.11941500 -0.02471490 0.009544
-0.05057910 0.12144300 -0.02540270 0.002087
0.01863590 0.12135700 -0.02480170 0.010440
-0.05240200 0.12325500 -0.02538450 0.003435
-0.05127300 0.12272500 -0.02552410 0.003172
-0.05264240 0.12517400 -0.02537580 0.004860
-0.03644170 0.12451300 -0.02531270 0.006485
0.02329980 0.12476400 -0.02533140 0.014646
0.02496150 0.12515301 -0.02473760 0.026146
0.02848600 0.12504900 -0.02462790 0.043710
-0.01344380 0.12582000 -0.02469640 0.001554
-0.05238230 0.12730999 -0.02527820 0.004819
-0.05125970 0.12809201 -0.02558700 0.004096
-0.01283890 0.12738600 -0.02461680 0.001771
0.06100590 0.12827399 -0.02513750 0.001540
-0.05217900 0.12944400 -0.02523570 0.004340
-0.01229010 0.12906501 -0.02447060 0.002302
0.06086320 0.12974000 -0.02502820 0.001572
-0.05117320 0.13132501 -0.02559360 0.005047
0.06035200 0.13340400 -0.02485730 0.002146
-0.02957300 0.13392501 -0.02577130 0.002880
-0.02821290 0.13451600 -0.02516930 0.003916
-0.05027880 0.13512500 -0.02516750 0.005938
0.05901090 0.13550000 -0.02550390 0.001881
-0.05049020 0.13722201 -0.02466200 0.062472
-0.02664250 0.13688201 -0.02512510 0.006738
-0.04908770 0.13941699 -0.02548750 0.079705
-0.02601790 0.13891400 -0.02548670 0.007895
0.05819490 0.13922501 -0.02466310 0.002039
-0.05608760 0.14137900 -0.02465780 0.166427
-0.05218360 0.14154699 -0.02449740 0.143652
-0.05879440 0.14299101 -0.02549520 0.185738
-0.02428190 0.14354999 -0.02549970 0.027324
0.05612590 0.14314701 -0.02450080 0.003696
-0.02422290 0.14486299 -0.02545960 0.030004
-0.00192299 0.14407501 -0.02555890 0.004849
0.05431070 0.14523400 -0.02477610 0.002168
-0.00117097 0.14568099 -0.02492580 0.011111
-0.02406050 0.14672901 -0.02552450 0.037348
-0.05842280 0.14718100 -0.02528340 0.103129
-0.02277760 0.14722900 -0.02521550 0.051036
0.05238140 0.14760600 -0.02464720 0.004551
-0.02397300 0.14862500 -0.02565060 0.042739
-0.02253400 0.14935900 -0.02540610 0.067481
0.00258569 0.14937200 -0.02455510 0.012639
-0.05848790 0.14908600 -0.02511170 0.010156
0.04908540 0.14981499 -0.02514350 0.003726
-0.02263560 0.15102400 -0.02531910 0.071205
0.00503911 0.15100300 -0.02457830 0.010005
0.04834010 0.15095700 -0.02453620 0.008599
-0.02397300 0.15177500 -0.02563170 0.052762
-0.06044960 0.15124901 -0.02487940 0.054657
-0.02267570 0.15282300 -0.02544950 0.083158
-0.05897800 0.15369800 -0.02475010 0.106309
-0.02037250 0.15310100 -0.02507220 0.110036
-0.02021580 0.15555499 -0.02513690 0.134988
-0.01956500 0.15322600 -0.02430890 0.119719
0.01075140 0.15373200 -0.02508790 0.011297
-0.02077460 0.15664200 -0.02485260 0.105408
-0.02428790 0.15749200 -0.02550130 0.078722
-0.02204790 0.15711799 -0.02535550 0.117851
0.02661830 0.15706199 -0.02491200 0.015011
0.02877330 0.15717401 -0.02493750 0.016330
-0.06032980 0.15703000 -0.02477900 0.127562
-0.06074250 0.15845899 -0.02538410 0.079154
-0.05967300 0.15772501 -0.02577510 0.087867
-0.02587720 0.15939300 -0.02549290 0.064078
-0.06589080 0.15937200 -0.02472640 0.039133
-0.06624220 0.16122399 -0.02501090 0.031045
-0.02587290 0.16111700 -0.02547760 0.064987
-0.02666730 0.16311800 -0.02525670 0.069643
-0.06290210 0.16350000 -0.02559830 0.016640
-0.06305300 0.16457000 -0.02538390 0.012528
-0.06422650 0.16680700 -0.02501420 0.013669
-0.03013180 0.16740000 -0.02536690 0.024181
-0.06422680 0.16875200 -0.02468190 0.018628
-0.03224810 0.16980000 -0.02546040 0.020952
-0.06416880 0.17072099 -0.02505010 0.024065
-0.03649330 0.17454600 -0.02461150 0.072211
-0.06055130 0.17491700 -0.02538570 0.015015
-0.03836820 0.17527901 -0.02484050 0.058261
-0.05897300 0.17577600 -0.02548750 0.022961
-0.05832810 0.17661899 -0.02481690 0.022008
-0.04678130 0.17691700 -0.02482210 0.071999
-0.02667080 0.17886899 -0.02459220 0.098484
-0.03078060 0.17902800 -0.02510690 0.084132
-0.02475730 0.17939900 -0.02456590 0.077623
-0.03123550 0.18021201 -0.02545870 0.089308
-0.02084520 0.18112101 -0.02435930 0.109258
-0.03266920 0.18083800 -0.02521990 0.054311
-0.03249970 0.18312401 -0.02526920 0.066012
-0.01680160 0.18308499 -0.02462740 0.129508
-0.03142890 0.18353400 -0.02549460 0.064091
-0.03077060 0.18476801 -0.02491080 0.079407
-0.02852110 0.18588100 -0.02473160 0.077980
-0.01291530 0.18648800 -0.02500430 0.224462
-0.01160790 0.18860000 -0.02539140 0.177120
-0.01671400 0.18876299 -0.02447170 0.161427
-0.03275950 0.05601630 -0.02465610 0.080412
0.05618310 0.05591640 -0.02466830 0.054220
0.05447080 0.05612630 -0.02455230 0.037168
-0.04622540 0.05647670 -0.02461210 0.032633
-0.03050150 0.05633900 -0.02464710 0.066560
0.05992960 0.05622210 -0.02414760 0.065897
-0.04828630 0.05698550 -0.02461120 0.036924
-0.02871720 0.05645170 -0.02430470 0.036071
-0.04934800 0.05769160 -0.02496250 0.039297
0.06018570 0.05807900 -0.02446630 0.059421
-0.08023020 0.05828940 -0.02454310 0.009984
-0.05083960 0.05793160 -0.02435970 0.037928
-0.02443760 0.05833760 -0.02455600 0.012814
0.03457920 0.05829510 -0.02463560 0.001477
0.04875200 0.05877420 -0.02443880 0.004825
0.02275080 0.05871030 -0.02449720 0.006821
0.06004960 0.06013860 -0.02416320 0.033533
-0.07580770 0.05900750 -0.02425190 0.001832
-0.08456840 0.06018570 -0.02439220 0.175500
-0.07216010 0.05978610 -0.02433740 0.001697
0.03630560 0.05834440 -0.02414870 0.001572
-0.07009600 0.06057730 -0.02457610 0.003185
0.03866340 0.06007340 -0.02458940 0.004508
-0.05779330 0.06088810 -0.02430260 0.045144
-0.02067200 0.06178210 -0.02502250 0.005237
0.04078260 0.06063080 -0.02445500 0.018752
0.04471850 0.06088270 -0.02441100 0.024454
-0.06779330 0.06161660 -0.02446780 0.012125
-0.05883680 0.06138050 -0.02442020 0.038459
0.04264060 0.06155510 -0.02501680 0.026527
-0.08461910 0.06244480 -0.02449270 0.144173
-0.06596500 0.06239240 -0.02445400 0.021846
-0.06428520 0.06276000 -0.02456150 0.025861
-0.01890140 0.06269150 -0.02437110 0.001733
0.01874930 0.06234800 -0.02442510 0.003412
-0.01977300 0.06322500 -0.02537830 0.010275
-0.08421400 0.06423530 -0.02450810 0.094527
-0.01642000 0.06592210 -0.02514780 0.001124
-0.08386240 0.06614360 -0.02460860 0.050558
-0.01501320 0.06658050 -0.02443950 0.001017
-0.07781380 0.06712530 -0.02451420 0.019993
0.01593130 0.06760150 -0.02526220 0.003583
0.05416760 0.06792980 -0.02431480 0.007988
-0.07586460 0.06747600 -0.02443630 0.032649
-0.07225480 0.06870380 -0.02467080 0.057766
-0.06995440 0.06959260 -0.02444960 0.099973
-0.06796710 0.07055160 -0.02446580 0.116112
0.05300290 0.07209880 -0.02488280 0.019813
0.01438970 0.07231600 -0.02471460 0.003498
-0.06768320 0.07232140 -0.02425810 0.105025
-0.00997155 0.07337360 -0.02513850 0.002200
-0.06871670 0.07363450 -0.02459230 0.076099
-0.00892229 0.07398660 -0.02481060 0.002450
-0.07011360 0.07480010 -0.02446830 0.053495
-0.07152110 0.07648800 -0.02458010 0.018363
-0.07240540 0.07795650 -0.02458540 0.016631
0.05011580 0.07806230 -0.02463680 0.020249
0.01421250 0.07825550 -0.02490420 0.001400
-0.07355590 0.08004510 -0.02455470 0.013142
0.04944460 0.07926610 -0.02487500 0.018949
0.04901560 0.07996000 -0.02456090 0.011050
-0.00342398 0.08090960 -0.02448020 0.003185
-0.07441130 0.08214790 -0.02448090 0.012339
0.04650690 0.08394190 -0.02451080 0.025284
-0.04265420 0.08590960 -0.02457700 0.012871
-0.00032312 0.08597670 -0.02461220 0.003866
-0.07500710 0.08574170 -0.02480560 0.010619
0.04527990 0.08621230 -0.02420260 0.045725
-0.00016501 0.08700740 -0.02514860 0.004477
-0.07502810 0.08734860 -0.02490420 0.012864
0.04562860 0.08821010 -0.02447960 0.033013
-0.03467870 0.08980720 -0.02443060 0.007614
-0.05463390 0.08931690 -0.02423460 0.010136
-0.05590810 0.08992240 -0.02459350 0.010712
-0.05788350 0.09157490 -0.02441730 0.020059
0.00192700 0.09105000 -0.02504430 0.004499
0.04719830 0.09123920 -0.02461250 0.007989
0.04797440 0.09224480 -0.02438950 0.005133
-0.05932300 0.09275700 -0.02496250 0.026870
-0.07315670 0.09305530 -0.02505450 0.018098
0.04885140 0.09365500 -0.02444520 0.005323
0.04942490 0.09454890 -0.02463960 0.004987
0.00352796 0.09490000 -0.02513750 0.002809
-0.06428610 0.09619670 -0.02435500 0.051137
0.01912900 0.09584600 -0.02443540 0.001379
0.00484528 0.09735000 -0.02498980 0.002642
0.05221970 0.09814080 -0.02426070 0.004259
-0.02639370 0.09941950 -0.02435750 0.002480
0.02223210 0.10032600 -0.02442330 0.001125
0.05333420 0.10067700 -0.02487300 0.003802
0.05410240 0.10162600 -0.02450750 0.003948
0.00739975 0.10309500 -0.02465260 0.002253
0.02394950 0.10266200 -0.02490950 0.001401
0.02526620 0.10478700 -0.02455460 0.002163
-0.02231210 0.10741500 -0.02417390 0.000994
0.05771770 0.10792900 -0.02422340 0.003260
0.01087250 0.10963600 -0.02455140 0.006639
-0.02094050 0.10963900 -0.02454200 0.001014
-0.02003540 0.11141200 -0.02449230 0.000975
0.05879990 0.11185200 -0.02485660 0.002228
0.05972410 0.11364000 -0.02434290 0.002218
0.06003780 0.11551700 -0.02476610 0.002354
-0.01870230 0.11560800 -0.02408060 0.000534
0.03127970 0.11545200 -0.02451910 0.007847
-0.05010850 0.11768900 -0.02504880 0.003176
-0.04462660 0.11749300 -0.02485750 0.007938
-0.04888130 0.11770800 -0.02513190 0.004634
-0.04637300 0.11852500 -0.02546730 0.008098
-0.05076390 0.11953100 -0.02516860 0.002020
0.06095420 0.11927400 -0.02469310 0.002945
